,DateTime,Probability of Recession in 3 Months
755,2018-06-01,1.8537223791781798
756,2018-07-01,1.3112620613128456
757,2018-08-01,0.3851122147807473
758,2018-09-01,0.36703937520314867
759,2018-10-01,0.7827193792991238
760,2018-11-01,2.2117165940585437
761,2018-12-01,2.965059705081785
762,2019-01-01,6.604830233379744
763,2019-02-01,9.141482272445955
764,2019-03-01,8.333258654795372
765,2019-04-01,2.824579947764505
766,2019-05-01,2.9908978542380282
767,2019-06-01,6.891866672538072
768,2019-07-01,3.7096777039209883
769,2019-08-01,9.498209892115028
770,2019-09-01,2.296144125114097
771,2019-10-01,6.317830284274351
772,2019-11-01,2.733326078157461
773,2019-12-01,2.636845143672417
774,2020-01-01,1.3173253551940434
775,2020-02-01,4.365023995376305
776,2020-03-01,49.75728716903962
777,2020-04-01,49.91510510520365
778,2020-05-01,24.75999908287463
779,2020-06-01,24.69004152348475
780,2020-07-01,22.58641394427059
781,2020-08-01,15.702755464656093
782,2020-09-01,5.284453840079095
783,2020-10-01,3.8753073133761973
