DateTime,Probability of Recession in 3 Months
1972-11-01,0.06315557454
1972-12-01,0.02926847193
1973-01-01,0.04930630897
1973-02-01,0.06825775531
1973-03-01,2.153300209
1973-04-01,20.02370826
1973-05-01,33.92247388
1973-06-01,30.21419373
1973-07-01,6.728704299
1973-08-01,37.57861752
1973-09-01,29.59873459
1973-10-01,17.89490465
1973-11-01,3.66663784
1973-12-01,41.57882082
1974-01-01,92.29052248
1974-02-01,93.0000154
1974-03-01,76.0829069
1974-04-01,86.5144148
1974-05-01,79.7815644
1974-06-01,91.9097262
1974-07-01,92.05225994
1974-08-01,96.55799077
1974-09-01,92.25026347
1974-10-01,66.84638187
1974-11-01,77.05072626
1974-12-01,57.98166479
1975-01-01,32.98449654
1975-02-01,38.79046176
1975-03-01,14.9793585
1975-04-01,11.61820467
1975-05-01,18.67802085
1975-06-01,20.36322081
1975-07-01,6.353220382
1975-08-01,4.550741446
1975-09-01,3.795231336
1975-10-01,7.81180519
1975-11-01,7.682775227
1975-12-01,1.551586506
1976-01-01,0.4517751588
1976-02-01,0.1344177283
1976-03-01,0.04189181112
1976-04-01,0.1363376407
1976-05-01,0.8964590974
1976-06-01,7.958689432
1976-07-01,21.22663213
1976-08-01,12.21259953
1976-09-01,2.84433596
1976-10-01,10.07271237
1976-11-01,2.667271738
1976-12-01,2.677641894
1977-01-01,0.4369694239
1977-02-01,3.800559502
1977-03-01,1.755643835
1977-04-01,3.468232792
1977-05-01,0.1293898969
1977-06-01,0.2983778025
1977-07-01,0.1407887921
1977-08-01,0.9266918958
1977-09-01,0.4325695
1977-10-01,1.607526357
1977-11-01,3.40794362
1977-12-01,2.643764726
1978-01-01,14.07792437
1978-02-01,8.726969709
1978-03-01,7.705836975
1978-04-01,0.4101567288
1978-05-01,0.8831571772
1978-06-01,1.05364153
1978-07-01,4.224056864
1978-08-01,2.427070291
1978-09-01,8.637389893
1978-10-01,4.171252244
1978-11-01,15.3685938
1978-12-01,8.543528825
1979-01-01,31.71595462
1979-02-01,17.89107174
1979-03-01,19.89728193
1979-04-01,18.42089085
1979-05-01,23.13685362
1979-06-01,25.8546298
1979-07-01,28.40687439
1979-08-01,38.69838431
1979-09-01,38.0195965
1979-10-01,72.04751488
1979-11-01,85.38995906
1979-12-01,88.57211004
1980-01-01,81.64291706
1980-02-01,67.57681609
1980-03-01,77.79443973
1980-04-01,83.96369848
1980-05-01,35.19498703
1980-06-01,38.55389334
1980-07-01,22.63677186
1980-08-01,24.81420581
1980-09-01,20.18194244
1980-10-01,11.73381962
1980-11-01,23.26189212
1980-12-01,19.05952526
1981-01-01,36.94295206
1981-02-01,53.10932053
1981-03-01,79.81156434
1981-04-01,49.80242102
1981-05-01,47.6793979
1981-06-01,50.79674605
1981-07-01,77.49216122
1981-08-01,73.04742934
1981-09-01,93.22409762
1981-10-01,97.7816889
1981-11-01,93.18440393
1981-12-01,74.12745007
1982-01-01,58.6368688
1982-02-01,88.86531352
1982-03-01,81.20743991
1982-04-01,56.88862129
1982-05-01,87.59864023
1982-06-01,94.22132216
1982-07-01,95.751807
1982-08-01,92.69865071
1982-09-01,36.92477791
1982-10-01,17.09782141
1982-11-01,11.95968244
1982-12-01,15.7482373
1983-01-01,1.496374159
1983-02-01,1.263034009
1983-03-01,0.2815241127
1983-04-01,1.022949354
1983-05-01,0.5169837477
1983-06-01,0.2082277805
1983-07-01,0.06632337805
1983-08-01,0.4347790634
1983-09-01,0.02111170174
1983-10-01,0.03124315315
1983-11-01,0.0135067042
1983-12-01,0.09109876554
1984-01-01,0.05689732089
1984-02-01,0.070276913
1984-03-01,0.2010720254
1984-04-01,0.3788093512
1984-05-01,0.2352056518
1984-06-01,0.1669267362
1984-07-01,0.4413800828
1984-08-01,1.772979903
1984-09-01,0.9391373384
1984-10-01,1.686468847
1984-11-01,1.108974081
1984-12-01,5.339163253
1985-01-01,1.562469965
1985-02-01,2.361460315
1985-03-01,1.097060667
1985-04-01,1.936691926
1985-05-01,3.213411059
1985-06-01,3.658545031
1985-07-01,3.281063158
1985-08-01,1.945423125
1985-09-01,1.817174202
1985-10-01,3.289163089
1985-11-01,4.081383005
1985-12-01,2.056023928
1986-01-01,1.722088846
1986-02-01,1.441847432
1986-03-01,5.549509189
1986-04-01,14.43334054
1986-05-01,3.554571873
1986-06-01,2.469717098
1986-07-01,2.067185478
1986-08-01,4.840887982
1986-09-01,0.8666358662
1986-10-01,7.419263668
1986-11-01,0.5590546499
1986-12-01,0.4183522592
1987-01-01,1.256190406
1987-02-01,0.7794019779
1987-03-01,1.150370782
1987-04-01,0.8629322047
1987-05-01,0.6710616592
1987-06-01,0.7503058726
1987-07-01,0.3583828986
1987-08-01,0.4356257759
1987-09-01,0.4551859314
1987-10-01,0.2854882791
1987-11-01,14.58381938
1987-12-01,18.91590362
1988-01-01,19.55170086
1988-02-01,0.5455686363
1988-03-01,0.6507356925
1988-04-01,0.2653807348
1988-05-01,1.958939642
1988-06-01,1.835438612
1988-07-01,1.855385475
1988-08-01,2.456611033
1988-09-01,13.23336085
1988-10-01,3.523753997
1988-11-01,0.8856124914
1988-12-01,0.4619297976
1989-01-01,1.058737346
1989-02-01,1.191219938
1989-03-01,1.974154028
1989-04-01,5.033245119
1989-05-01,15.7445463
1989-06-01,6.556212463
1989-07-01,12.50885146
1989-08-01,3.156930869
1989-09-01,3.260058773
1989-10-01,1.922856708
1989-11-01,15.97223534
1989-12-01,9.408708645
1990-01-01,13.889501
1990-02-01,17.55089008
1990-03-01,20.40941139
1990-04-01,7.293198803
1990-05-01,6.414284367
1990-06-01,5.269044723
1990-07-01,14.76537462
1990-08-01,57.9430935
1990-09-01,97.88788045
1990-10-01,98.1864172
1990-11-01,96.97404567
1990-12-01,81.05450897
1991-01-01,59.03492185
1991-02-01,24.51246784
1991-03-01,16.55982191
1991-04-01,18.02514168
1991-05-01,13.27894413
1991-06-01,8.407908814
1991-07-01,5.591416155
1991-08-01,5.37776699
1991-09-01,5.576964017
1991-10-01,6.336534569
1991-11-01,14.78415764
1991-12-01,68.97285305
1992-01-01,21.2233842
1992-02-01,15.69988982
1992-03-01,3.06301798
1992-04-01,3.451491532
1992-05-01,1.744657375
1992-06-01,3.959186476
1992-07-01,3.62635667
1992-08-01,5.369971632
1992-09-01,4.900934535
1992-10-01,4.295997676
1992-11-01,3.282959827
1992-12-01,1.0775367
1993-01-01,0.9311096456
1993-02-01,0.4936129165
1993-03-01,1.412125588
1993-04-01,1.587035963
1993-05-01,8.638170032
1993-06-01,1.809537156
1993-07-01,1.546797536
1993-08-01,1.002449392
1993-09-01,0.6922544269
1993-10-01,0.7839789264
1993-11-01,0.3088261295
1993-12-01,0.4294660694
1994-01-01,0.2520149424
1994-02-01,0.5109597112
1994-03-01,0.3945427813
1994-04-01,0.9181729346
1994-05-01,0.4278211757
1994-06-01,0.1670155639
1994-07-01,0.2832834064
1994-08-01,0.4698418109
1994-09-01,0.3810509672
1994-10-01,0.1707157806
1994-11-01,0.1120350605
1994-12-01,0.1265718784
1995-01-01,0.1615754364
1995-02-01,0.5775307727
1995-03-01,1.251991748
1995-04-01,3.436340327
1995-05-01,3.215158309
1995-06-01,2.738503671
1995-07-01,2.119242536
1995-08-01,0.6412014991
1995-09-01,0.5064996216
1995-10-01,0.3173525553
1995-11-01,1.280422293
1995-12-01,1.480330711
1996-01-01,6.874887661
1996-02-01,0.8581726528
1996-03-01,1.605738101
1996-04-01,0.4280578016
1996-05-01,1.380174303
1996-06-01,0.2054976444
1996-07-01,0.2787244502
1996-08-01,0.3196443068
1996-09-01,1.247705719
1996-10-01,0.6863912205
1996-11-01,1.152618877
1996-12-01,1.132195068
1997-01-01,0.5605007771
1997-02-01,0.2485302073
1997-03-01,0.1164456853
1997-04-01,0.09234553096
1997-05-01,0.1522642138
1997-06-01,0.2244695538
1997-07-01,0.4767796662
1997-08-01,0.8149740756
1997-09-01,0.1478945126
1997-10-01,0.1243692098
1997-11-01,0.07020761304
1997-12-01,0.1038334083
1998-01-01,0.172080536
1998-02-01,0.3784105923
1998-03-01,0.5941425996
1998-04-01,0.5506640247
1998-05-01,0.3118915664
1998-06-01,0.5886249617
1998-07-01,4.772166781
1998-08-01,1.071785447
1998-09-01,1.618748746
1998-10-01,1.883949831
1998-11-01,2.142085962
1998-12-01,0.5024068638
1999-01-01,0.9691371254
1999-02-01,0.3661006309
1999-03-01,0.3971146956
1999-04-01,0.6672977164
1999-05-01,0.7355601666
1999-06-01,1.191353395
1999-07-01,0.4830887731
1999-08-01,1.514492854
1999-09-01,2.789699255
1999-10-01,2.493231667
1999-11-01,0.4642159946
1999-12-01,0.07398845345
2000-01-01,0.5234343135
2000-02-01,1.848096425
2000-03-01,7.012044435
2000-04-01,0.6794268146
2000-05-01,0.3316190508
2000-06-01,1.733365025
2000-07-01,38.13103354
2000-08-01,30.88465995
2000-09-01,6.344632314
2000-10-01,18.62737408
2000-11-01,11.48450259
2000-12-01,40.23142915
2001-01-01,70.54710756
2001-02-01,73.86248094
2001-03-01,88.00580412
2001-04-01,76.10282148
2001-05-01,81.75612265
2001-06-01,64.64668604
2001-07-01,39.97658931
2001-08-01,57.60813733
2001-09-01,58.61201462
2001-10-01,29.8855035
2001-11-01,39.14726934
2001-12-01,19.46021373
2002-01-01,6.718866691
2002-02-01,8.385666298
2002-03-01,9.332259583
2002-04-01,25.57962897
2002-05-01,14.30693192
2002-06-01,4.721246354
2002-07-01,5.996270229
2002-08-01,10.66870358
2002-09-01,13.97141673
2002-10-01,20.08153955
2002-11-01,9.798459834
2002-12-01,18.11278986
2003-01-01,7.463879622
2003-02-01,55.38619042
2003-03-01,52.69997873
2003-04-01,46.74195549
2003-05-01,11.31607992
2003-06-01,7.246451049
2003-07-01,2.197445774
2003-08-01,9.247361446
2003-09-01,11.08333402
2003-10-01,3.142199167
2003-11-01,0.4653432622
2003-12-01,0.7260399298
2004-01-01,1.486983556
2004-02-01,2.428540192
2004-03-01,2.841950013
2004-04-01,1.583602888
2004-05-01,3.318393287
2004-06-01,10.22384024
2004-07-01,5.872771019
2004-08-01,6.325796899
2004-09-01,2.334878626
2004-10-01,2.672186202
2004-11-01,5.601638163
2004-12-01,1.746068012
2005-01-01,1.047020772
2005-02-01,0.554736001
2005-03-01,1.829312869
2005-04-01,6.417253675
2005-05-01,3.418446208
2005-06-01,0.7737963722
2005-07-01,1.553430271
2005-08-01,2.307626916
2005-09-01,41.82797234
2005-10-01,50.55149717
2005-11-01,18.49713151
2005-12-01,0.2167716085
2006-01-01,0.1277283704
2006-02-01,0.6991729418
2006-03-01,1.332906649
2006-04-01,1.587116251
2006-05-01,4.569884533
2006-06-01,13.0785268
2006-07-01,25.02116111
2006-08-01,18.97096407
2006-09-01,2.747447185
2006-10-01,1.496141407
2006-11-01,3.537149462
2006-12-01,0.7258488185
2007-01-01,3.053196999
2007-02-01,2.398488232
2007-03-01,7.11177471
2007-04-01,4.169930282
2007-05-01,6.267942802
2007-06-01,5.801875856
2007-07-01,11.56578645
2007-08-01,16.16421779
2007-09-01,11.0572842
2007-10-01,8.963873318
2007-11-01,16.44395702
2007-12-01,29.82296762
2008-01-01,30.26319583
2008-02-01,62.93478296
2008-03-01,63.27403075
2008-04-01,61.79317284
2008-05-01,64.70352787
2008-06-01,64.1489246
2008-07-01,98.12017342
2008-08-01,98.15168198
2008-09-01,83.67316265
2008-10-01,74.87868239
2008-11-01,56.9812227
2008-12-01,76.08768306
2009-01-01,76.18834823
2009-02-01,75.67307038
2009-03-01,33.54906203
2009-04-01,47.84677598
2009-05-01,23.43839661
2009-06-01,18.15010631
2009-07-01,35.6765149
2009-08-01,31.82009322
2009-09-01,4.373700509
2009-10-01,7.737280684
2009-11-01,10.14076167
2009-12-01,7.690757738
2010-01-01,2.515214527
2010-02-01,2.451619472
2010-03-01,0.9009275571
2010-04-01,1.119805405
2010-05-01,0.2396586366
2010-06-01,0.3105831046
2010-07-01,3.249364735
2010-08-01,6.17401717
2010-09-01,7.183659233
2010-10-01,12.17352431
2010-11-01,8.657158647
2010-12-01,3.09401467
2011-01-01,5.681127833
2011-02-01,4.887470104
2011-03-01,3.650084889
2011-04-01,7.700569067
2011-05-01,12.00495631
2011-06-01,17.41324292
2011-07-01,9.751269819
2011-08-01,18.17070971
2011-09-01,19.62083539
2011-10-01,9.254165664
2011-11-01,4.191702039
2011-12-01,0.4578533243
2012-01-01,1.922909742
2012-02-01,21.41094806
2012-03-01,10.85663767
2012-04-01,1.763804339
2012-05-01,1.75832511
2012-06-01,4.148925449
2012-07-01,4.986157526
2012-08-01,14.17514779
2012-09-01,5.2403435
2012-10-01,7.824737925
2012-11-01,1.407669466
2012-12-01,0.8004457818
2013-01-01,1.75715007
2013-02-01,1.580129869
2013-03-01,0.6690424894
2013-04-01,0.6607399091
2013-05-01,1.779248334
2013-06-01,4.215988766
2013-07-01,10.66065351
2013-08-01,4.099842942
2013-09-01,2.327337964
2013-10-01,0.591375751
2013-11-01,1.059915572
2013-12-01,1.071655535
2014-01-01,1.883583282
2014-02-01,3.063695871
2014-03-01,0.9927184829
2014-04-01,0.2857778881
2014-05-01,0.451961593
2014-06-01,0.4436098051
2014-07-01,0.6808157286
2014-08-01,0.919838952
2014-09-01,0.8483067716
2014-10-01,1.044054984
2014-11-01,0.2134940675
2014-12-01,0.8234577843
2015-01-01,4.725378204
2015-02-01,7.760848146
2015-03-01,10.12922638
2015-04-01,15.77112718
2015-05-01,9.080943913
2015-06-01,12.23815135
2015-07-01,4.172234772
2015-08-01,1.926749583
2015-09-01,4.010191393
2015-10-01,14.82956422
2015-11-01,16.63965191
2015-12-01,24.45310923
2016-01-01,24.45662058
2016-02-01,9.402196177
2016-03-01,9.289708243
2016-04-01,14.7557408
2016-05-01,7.299232833
2016-06-01,2.93298188
2016-07-01,1.671279158
2016-08-01,1.410546015
2016-09-01,1.901654307
2016-10-01,4.943045518
2016-11-01,9.24579032
2016-12-01,6.394579892
2017-01-01,6.756336747
2017-02-01,2.836463225
2017-03-01,1.414641517
2017-04-01,0.5591899209
2017-05-01,0.3919311653
2017-06-01,0.7401721426
2017-07-01,1.389338576
2017-08-01,4.638956398
2017-09-01,13.79975901
2017-10-01,2.068626398
2017-11-01,0.7779702588
2017-12-01,0.4863139187
2018-01-01,4.615705847
2018-02-01,2.835488887
2018-03-01,2.165984945
2018-04-01,0.5995359916
2018-05-01,2.751050892
2018-06-01,2.107605385
2018-07-01,1.594416573
2018-08-01,0.4710662867
2018-09-01,0.5107577068
2018-10-01,1.164769237
2018-11-01,2.06169895
2018-12-01,3.074486626
2019-01-01,8.037579998
2019-02-01,11.60181771
2019-03-01,11.13399586
2019-04-01,5.265128995
2019-05-01,3.892226878
2019-06-01,6.871188916
2019-07-01,3.716721938
2019-08-01,10.17473612
2019-09-01,2.638331605
2019-10-01,7.289814247
2019-11-01,2.774992529
2019-12-01,2.769319618
2020-01-01,1.709309494
2020-02-01,4.939137768
2020-03-01,24.45558544
2020-04-01,24.45820502
2020-05-01,24.45820502
2020-06-01,49.9498121
2020-07-01,44.38640146
2020-08-01,38.99543697
